run_id,accuracy,time,pruning_method,dataset_size,selection_strategy,apply_pca,k,n_closest,n_furthest,num_epochs,batch_size,learning_rate,experiment_id
1,98.57,54.64024901390076,random,30000,,False,1,1,1,5,64,0.001,1
2,98.66,50.54797887802124,random,30000,,False,1,1,1,5,64,0.001,1
3,98.41,51.66145324707031,random,30000,,False,1,1,1,5,64,0.001,1
4,98.62,50.76160192489624,random,30000,,False,1,1,1,5,64,0.001,1
5,98.38,50.979645013809204,random,30000,,False,1,1,1,5,64,0.001,1
